time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-06-29,29.5,26.5,33.7,5.3,,201.0,6.4,,1000.7,
2022-06-30,27.9,25.9,31.3,23.5,,187.0,5.5,,1000.5,
2022-07-01,28.4,25.9,32.0,22.2,,220.0,5.2,,1000.2,
2022-07-02,28.3,26.1,32.4,26.1,,219.0,5.2,,999.1,
2022-07-03,27.5,26.1,31.1,18.9,,186.0,5.2,,999.0,
2022-07-04,28.4,25.5,32.5,4.3,,153.0,5.4,,998.7,
2022-07-05,28.3,26.0,32.2,23.1,,156.0,5.1,,998.9,
2022-07-06,27.8,25.9,30.8,9.5,,122.0,6.7,,1000.6,
2022-07-07,29.3,25.8,34.4,1.5,,125.0,5.3,,1002.6,
2022-07-08,28.9,25.9,34.3,3.4,,90.0,7.3,,1000.3,
2022-07-09,29.0,26.1,33.1,6.4,,66.0,9.8,,997.9,
2022-07-10,29.0,26.3,33.3,2.8,,60.0,9.7,,997.3,
2022-07-11,29.0,26.1,33.1,2.6,,52.0,12.2,,997.9,
2022-07-12,29.1,26.8,32.2,1.8,,49.0,16.1,,996.4,
2022-07-13,29.2,26.8,32.8,4.7,,59.0,13.8,,994.9,
2022-07-14,28.0,26.5,30.5,27.6,,75.0,10.8,,995.3,
2022-07-15,27.7,25.8,31.6,24.2,,64.0,6.5,,998.4,
2022-07-16,27.9,25.7,31.9,15.0,,45.0,5.3,,999.6,
2022-07-17,28.7,26.4,32.0,11.4,,93.0,11.5,,999.8,
2022-07-18,28.6,25.6,32.5,2.1,,162.0,10.0,,1001.3,
2022-07-19,29.1,26.3,31.9,1.5,,218.0,10.9,,1002.0,
2022-07-20,29.2,26.0,32.8,10.1,,231.0,8.4,,1001.9,
2022-07-21,28.6,26.0,32.5,7.0,,217.0,5.2,,1001.9,
2022-07-22,27.8,26.2,31.8,26.6,,140.0,3.4,,1002.4,
2022-07-23,27.6,25.7,30.7,14.2,,120.0,3.2,,1001.9,
2022-07-24,27.2,25.5,29.8,20.5,,148.0,5.8,,1002.6,
2022-07-25,27.6,25.0,31.0,12.1,,172.0,8.9,,1005.4,
2022-07-26,28.4,25.5,32.2,3.2,,174.0,10.0,,1007.2,
2022-07-27,28.6,25.7,32.1,1.0,,180.0,8.1,,1007.2,
2022-07-28,28.9,26.0,31.8,5.5,,197.0,5.3,,1007.4,
2022-07-29,28.6,25.8,32.5,10.6,,212.0,5.8,,1006.4,
2022-07-30,28.9,26.2,34.0,4.6,,200.0,6.2,,1004.8,
2022-07-31,28.6,25.9,32.8,1.8,,204.0,5.1,,1003.0,
2022-08-01,28.8,26.1,33.0,7.3,,206.0,6.0,,1002.8,
2022-08-02,28.9,25.7,33.4,6.8,,208.0,4.6,,1002.4,
2022-08-03,28.5,26.5,31.3,12.2,,136.0,4.0,,1003.0,
2022-08-04,28.2,26.0,31.6,12.4,,81.0,3.8,,1003.1,
2022-08-05,28.8,25.6,32.5,3.4,,107.0,5.5,,1001.3,
2022-08-06,28.9,26.5,32.8,13.9,,359.0,4.4,,999.0,
2022-08-07,28.5,26.3,31.9,6.0,,48.0,11.5,,997.2,
2022-08-08,29.0,26.4,33.6,6.8,,57.0,13.5,,995.4,
2022-08-09,28.0,26.7,31.1,8.0,,62.0,16.4,,993.1,
2022-08-10,26.5,25.9,27.8,14.4,,153.0,11.6,,994.6,
2022-08-11,26.3,25.1,28.0,30.5,,178.0,10.0,,999.4,
2022-08-12,26.4,24.8,30.6,46.6,,212.0,7.8,,1001.0,
2022-08-13,27.3,25.2,31.1,8.0,,278.0,7.0,,999.4,
2022-08-14,26.8,25.1,29.1,88.4,,19.0,11.2,,996.5,
2022-08-15,27.3,25.6,29.7,28.3,,170.0,18.5,,1001.0,
2022-08-16,28.6,24.6,33.3,1.6,,208.0,7.8,,1005.7,
2022-08-17,29.0,24.8,33.3,0.1,,236.0,6.8,,1004.9,
2022-08-18,28.3,25.9,33.1,20.2,,279.0,6.3,,1002.5,
2022-08-19,27.0,25.4,29.9,26.9,,296.0,8.0,,1001.0,
2022-08-20,25.8,25.2,26.4,123.0,,220.0,19.8,,996.8,
2022-08-21,27.1,25.1,31.1,20.0,,172.0,13.8,,999.7,
2022-08-22,28.4,25.1,33.1,0.4,,180.0,9.2,,1001.2,
2022-08-23,28.7,24.9,33.3,3.6,,318.0,6.2,,1003.7,
2022-08-24,26.7,25.3,30.0,17.9,,248.0,4.2,,1005.3,
2022-08-25,28.4,24.9,32.5,3.2,,210.0,6.2,,1003.9,
2022-08-26,29.4,25.3,33.8,0.0,,219.0,6.1,,1003.2,
2022-08-27,28.7,26.1,33.7,2.7,,193.0,7.7,,1003.3,
2022-08-28,28.3,25.8,32.0,1.8,,177.0,6.1,,1004.7,
2022-08-29,28.9,25.7,33.2,1.9,,166.0,5.1,,1007.4,
2022-08-30,29.8,26.4,34.3,0.0,,174.0,7.6,,1007.9,
2022-08-31,29.0,26.6,33.5,2.0,,187.0,8.6,,1006.8,
2022-09-01,29.1,25.7,33.2,11.5,,205.0,6.7,,1007.2,
2022-09-02,29.4,26.4,33.7,1.5,,189.0,7.0,,1007.5,
2022-09-03,28.7,26.6,32.6,8.0,,203.0,8.0,,1005.8,
2022-09-04,28.2,25.9,31.8,17.7,,211.0,6.8,,1004.8,
