time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1999-01-16,19.2,11.3,27.5,,,,,,,
1999-01-17,19.4,11.3,28.1,,,,,,,
1999-01-18,19.3,13.5,28.2,,,,,,,
1999-01-19,19.6,12.8,29.0,,,,,,,
1999-01-20,20.9,12.8,28.0,,,,,,,
1999-01-21,20.2,11.6,30.3,,,,,,,
1999-01-22,23.3,,32.5,,,,,,,
1999-01-23,23.2,15.2,31.9,,,,,,,
1999-01-24,23.2,13.1,33.8,,,,,,,
1999-01-25,23.7,14.8,33.4,,,,,,,
1999-01-26,23.4,16.6,31.9,,,,,,,
1999-01-27,21.5,15.1,30.4,,,,,,,
1999-01-28,20.2,10.9,30.6,,,,,,,
1999-01-29,23.8,13.8,33.4,,,,,,,
1999-01-30,21.2,17.1,30.2,,,,,,,
1999-01-31,23.6,16.3,30.0,,,,,,,
1999-02-01,22.9,16.9,30.6,,,,,,,
1999-02-02,25.2,14.6,30.3,,,,,,,
1999-02-03,22.6,15.0,31.5,,,,,,,
1999-02-04,23.4,15.6,32.4,,,,,,,
1999-02-05,24.6,17.4,32.8,,,,,,,
1999-02-06,23.4,16.3,32.1,,,,,,,
1999-02-07,24.7,17.1,32.3,,,,,,,
1999-02-08,25.3,18.6,32.7,,,,,,,
1999-02-09,23.3,17.4,31.3,,,,,,,
1999-02-10,24.9,15.0,31.9,,,,,,,
1999-02-11,24.5,,32.9,,,,,,,
1999-02-12,24.9,18.0,33.9,,,,,,,
1999-02-13,25.5,17.5,34.5,,,,,,,
1999-02-14,25.3,17.9,33.8,,,,,,,
1999-02-15,25.4,18.1,34.3,,,,,,,
1999-02-16,25.7,20.6,34.3,,,,,,,
1999-02-17,26.2,17.5,35.4,,,,,,,
1999-02-18,26.8,18.6,36.0,,,,,,,
1999-02-19,26.8,19.1,36.7,,,,,,,
1999-02-20,26.6,18.6,35.2,,,,,,,
1999-02-21,27.4,20.3,35.5,,,,,,,
1999-02-22,27.5,20.6,36.2,,,,,,,
1999-02-23,28.1,22.1,36.5,,,,,,,
1999-02-24,28.7,23.2,36.3,,,,,,,
1999-02-25,29.2,23.7,37.6,,,,,,,
1999-02-26,27.9,23.8,38.4,,,,,,,
1999-02-27,28.9,23.4,35.9,,,,,,,
1999-02-28,27.4,21.6,35.2,,,,,,,
1999-03-01,27.1,19.1,35.2,,,,,,,
1999-03-02,26.8,20.6,35.3,,,,,,,
1999-03-03,26.7,20.1,35.8,,,,,,,
1999-03-04,27.2,19.5,36.2,,,,,,,
1999-03-05,28.9,20.0,38.2,,,,,,,
1999-03-06,29.8,19.4,38.2,,,,,,,
1999-03-07,29.1,19.2,39.7,,,,,,,
1999-03-08,29.8,22.7,40.4,,,,,,,
1999-03-09,30.1,20.2,40.7,,,,,,,
1999-03-10,28.2,24.0,39.2,,,,,,,
1999-03-11,28.4,23.6,39.3,,,,,,,
1999-03-12,29.9,23.1,38.9,,,,,,,
1999-03-13,28.6,21.6,38.9,,,,,,,
1999-03-14,27.4,23.3,33.1,,,,,,,
1999-03-15,28.4,22.9,35.9,,,,,,,
1999-03-16,29.8,23.2,37.3,,,,,,,
1999-03-17,28.6,22.6,37.2,,,,,,,
1999-03-18,31.0,25.1,41.0,,,,,,,
1999-03-19,29.3,23.2,38.7,,,,,,,
1999-03-20,28.9,21.6,,,,,,,,
1999-03-21,28.8,24.6,35.3,,,,,,,
1999-03-22,29.3,24.7,36.1,,,,,,,
1999-03-23,28.1,24.0,37.0,,,,,,,
1999-03-24,30.7,25.0,36.6,,,,,,,
1999-03-25,29.3,25.2,,,,,,,,
1999-03-26,31.5,26.7,40.4,,,,,,,
1999-03-27,31.4,26.0,39.0,,,,,,,
1999-03-28,30.3,23.7,39.7,,,,,,,
1999-03-29,30.4,24.1,39.8,,,,,,,
1999-03-30,29.8,25.6,37.9,,,,,,,
1999-03-31,31.6,,41.0,,,,,,,
1999-04-01,30.1,25.0,42.2,,,,,,,
1999-04-02,30.1,25.9,38.4,,,,,,,
1999-04-03,31.4,24.8,39.1,,,,,,,
1999-04-04,30.0,24.8,37.3,,,,,,,
1999-04-05,29.6,25.7,35.2,,,,,,,
1999-04-06,28.9,25.7,36.2,,,,,,,
1999-04-07,31.7,25.6,41.3,,,,,,,
1999-04-08,30.7,26.9,,,,,,,,
1999-04-09,30.6,26.7,35.6,,,,,,,
1999-04-10,31.4,25.6,38.1,,,,,,,
1999-04-11,31.1,27.9,37.6,,,,,,,
1999-04-12,30.8,26.9,37.7,,,,,,,
1999-04-13,32.0,27.1,40.4,,,,,,,
1999-04-14,32.0,27.3,40.6,,,,,,,
1999-04-15,32.3,27.1,39.9,,,,,,,
1999-04-16,31.7,27.1,37.7,,,,,,,
1999-04-17,31.7,,38.1,,,,,,,
1999-04-18,31.6,26.7,38.9,,,,,,,
1999-04-19,32.2,,39.0,,,,,,,
1999-04-20,32.6,27.0,,,,,,,,
1999-04-21,32.2,26.6,39.6,,,,,,,
1999-04-22,31.8,27.1,39.2,,,,,,,
1999-04-23,32.1,27.4,38.2,,,,,,,
1999-04-24,32.3,28.0,39.2,,,,,,,
1999-04-25,32.8,28.6,40.2,,,,,,,
1999-04-26,32.2,28.1,39.9,,,,,,,
1999-04-27,32.2,28.8,38.3,,,,,,,
1999-04-28,32.1,28.8,38.7,,,,,,,
1999-04-29,31.7,29.0,37.4,,,,,,,
1999-04-30,31.8,28.4,,,,,,,,
1999-05-01,32.2,28.9,,,,,,,,
1999-05-02,32.1,28.9,,,,,,,,
1999-05-03,31.7,28.5,37.1,,,,,,,
1999-05-04,32.1,,37.8,,,,,,,
1999-05-05,31.1,26.1,37.8,,,,,,,
1999-05-06,32.7,28.2,39.1,,,,,,,
1999-05-07,32.2,27.7,40.7,,,,,,,
1999-05-08,32.5,,41.4,,,,,,,
1999-05-09,29.6,,39.3,,,,,,,
1999-05-10,29.4,24.1,36.0,,,,,,,
1999-05-11,30.7,25.4,37.2,,,,,,,
1999-05-12,29.5,,38.2,,,,,,,
1999-05-13,27.3,22.6,37.0,,,,,,,
1999-05-14,31.2,23.5,36.4,,,,,,,
1999-05-15,28.4,,35.2,,,,,,,
1999-05-16,30.9,,37.2,,,,,,,
1999-05-17,30.9,,38.0,,,,,,,
1999-05-18,31.4,27.2,38.2,0.0,,,,,,
1999-05-19,28.4,,,0.0,,,,,,
1999-05-20,29.5,23.5,35.0,14.0,,,,,,
1999-05-21,27.4,,,0.0,,,,,,
1999-05-22,29.9,24.2,33.8,10.9,,,,,,
1999-05-23,31.2,,40.0,0.0,,,,,,
1999-05-24,27.0,23.1,29.7,78.0,,,,,,
1999-05-25,30.1,25.2,35.6,0.0,,,,,,
1999-05-26,27.7,,29.8,0.0,,,,,,
1999-05-27,25.9,24.5,26.7,3.0,,,,,,
1999-05-28,28.4,24.5,32.4,17.0,,,,,,
1999-05-29,29.5,23.6,35.1,3.0,,,,,,
1999-05-30,31.4,27.2,35.5,0.0,,,,,,
1999-05-31,33.2,28.0,41.0,,,,,,,
1999-06-01,33.1,28.4,40.9,,,,,,,
1999-06-02,32.6,28.2,39.0,,,,,,,
1999-06-03,28.7,25.6,32.7,1.0,,,,,,
1999-06-04,27.1,,36.9,0.0,,,,,,
1999-06-05,30.4,23.1,35.1,18.0,,,,,,
1999-06-06,30.6,26.2,37.2,0.0,,,,,,
1999-06-07,31.4,26.5,37.4,,,,,,,
1999-06-08,32.7,28.0,,,,,,,,
1999-06-09,30.8,,34.1,,,,,,,
1999-06-10,27.2,25.8,29.0,2.0,,,,,,
1999-06-11,27.1,24.5,28.5,26.9,,,,,,
1999-06-12,28.8,26.6,33.1,14.0,,,,,,
1999-06-13,30.6,26.7,35.2,0.0,,,,,,
1999-06-14,30.4,27.2,35.1,0.8,,,,,,
1999-06-15,27.6,,33.9,0.0,,,,,,
1999-06-16,27.0,25.2,29.8,26.9,,,,,,
1999-06-17,27.9,25.6,31.2,29.0,,,,,,
1999-06-18,27.8,,31.5,5.1,,,,,,
1999-06-19,28.8,26.3,32.2,1.0,,,,,,
1999-06-20,28.9,,32.9,0.0,,,,,,
1999-06-21,26.5,25.5,28.0,19.1,,,,,,
1999-06-22,25.8,,26.6,4.1,,,,,,
1999-06-23,28.7,25.1,,13.0,,,,,,
1999-06-24,28.7,26.5,33.1,0.0,,,,,,
1999-06-25,28.8,25.7,35.0,,,,,,,
1999-06-26,31.1,26.1,36.2,,,,,,,
1999-06-27,28.5,,35.1,,,,,,,
1999-06-28,29.4,,,,,,,,,
1999-06-29,,,,,,,,,,
1999-06-30,,,,,,,,,,
1999-07-01,31.2,23.4,,36.1,,,,,,
1999-07-02,31.2,26.1,35.5,0.0,,,,,,
1999-07-03,30.8,26.0,35.7,,,,,,,
1999-07-04,26.7,,,,,,,,,
1999-07-05,28.1,24.6,32.7,,,,,,,
1999-07-06,27.1,,30.6,,,,,,,
1999-07-07,26.7,25.1,30.2,,,,,,,
1999-07-08,29.4,25.3,33.9,0.0,,,,,,
1999-07-09,30.0,26.7,34.3,,,,,,,
1999-07-10,29.4,,33.9,,,,,,,
1999-07-11,26.6,,32.4,,,,,,,
1999-07-12,28.0,24.7,32.4,37.1,,,,,,
1999-07-13,28.2,26.0,31.3,0.0,,,,,,
1999-07-14,25.1,22.9,,14.0,,,,,,
1999-07-15,26.7,23.2,,6.1,,,,,,
1999-07-16,28.6,25.5,33.1,20.1,,,,,,
1999-07-17,28.9,26.4,32.0,0.0,,,,,,
1999-07-18,29.0,26.3,33.1,,,,,,,
1999-07-19,28.6,27.2,31.8,,,,,,,
1999-07-20,28.6,26.5,32.5,0.0,,,,,,
1999-07-21,27.1,24.5,30.3,10.9,,,,,,
1999-07-22,28.0,25.5,31.4,2.0,,,,,,
1999-07-23,28.1,25.2,31.3,0.5,,,,,,
1999-07-24,28.8,,31.9,0.0,,,,,,
1999-07-25,27.3,26.0,,0.0,,,,,,
1999-07-26,25.9,24.5,28.6,18.0,,,,,,
1999-07-27,25.6,25.0,26.1,45.0,,,,,,
1999-07-28,27.4,,30.1,38.1,,,,,,
1999-07-29,28.9,24.4,33.2,8.9,,,,,,
1999-07-30,28.4,,33.1,0.8,,,,,,
1999-07-31,27.7,,32.5,0.5,,,,,,
1999-08-01,26.5,24.5,28.6,20.1,,,,,,
1999-08-02,26.4,25.0,28.4,49.0,,,,,,
1999-08-03,27.0,25.3,31.1,10.9,,,,,,
1999-08-04,27.3,25.6,31.4,23.9,,,,,,
1999-08-05,27.4,25.4,29.1,4.1,,,,,,
1999-08-06,26.9,,29.3,27.9,,,,,,
1999-08-07,26.9,25.3,,5.1,,,,,,
1999-08-08,27.6,,30.3,0.0,,,,,,
1999-08-09,28.9,25.9,32.3,5.1,,,,,,
1999-08-10,28.7,,32.6,0.0,,,,,,
1999-08-11,28.8,25.0,33.4,6.1,,,,,,
1999-08-12,28.7,24.9,33.2,22.1,,,,,,
1999-08-13,27.1,25.3,31.1,18.0,,,,,,
1999-08-14,28.7,25.5,,7.1,,,,,,
1999-08-15,28.3,,32.5,0.0,,,,,,
1999-08-16,27.6,23.2,32.8,50.0,,,,,,
1999-08-17,28.1,24.4,32.0,11.9,,,,,,
1999-08-18,28.7,25.5,33.5,4.1,,,,,,
1999-08-19,28.3,25.6,31.9,0.0,,,,,,
1999-08-20,28.2,25.8,32.8,,,,,,,
1999-08-21,29.0,25.5,33.1,,,,,,,
1999-08-22,30.6,26.2,34.7,,,,,,,
1999-08-23,30.2,26.6,34.5,0.0,,,,,,
1999-08-24,29.6,,33.4,,,,,,,
1999-08-25,28.8,26.3,34.1,,,,,,,
1999-08-26,27.7,,31.3,,,,,,,
1999-08-27,26.8,24.5,33.0,45.0,,,,,,
1999-08-28,26.5,24.8,30.8,14.0,,,,,,
1999-08-29,27.1,24.7,28.9,26.9,,,,,,
1999-08-30,27.2,,30.5,0.8,,,,,,
1999-08-31,28.4,25.5,31.9,0.3,,,,,,
1999-09-01,27.6,25.9,30.7,0.0,,,,,,
1999-09-02,27.4,25.9,29.8,0.8,,,,,,
1999-09-03,27.9,26.0,31.6,0.5,,,,,,
1999-09-04,28.5,25.7,30.9,3.0,,,,,,
1999-09-05,28.8,,32.2,0.0,,,,,,
1999-09-06,29.7,26.0,34.0,0.3,,,,,,
1999-09-07,29.9,26.2,34.3,0.0,,,,,,
1999-09-08,28.3,,33.3,2.0,,,,,,
1999-09-09,27.9,25.7,31.9,5.1,,,,,,
1999-09-10,26.7,,30.1,3.0,,,,,,
1999-09-11,26.4,24.9,29.3,39.1,,,,,,
1999-09-12,25.8,23.9,27.5,37.1,,,,,,
1999-09-13,25.6,24.6,,7.9,,,,,,
1999-09-14,28.0,24.7,,9.9,,,,,,
1999-09-15,28.2,,33.0,0.0,,,,,,
1999-09-16,29.8,25.8,33.6,15.0,,,,,,
1999-09-17,29.5,,33.7,0.0,,,,,,
1999-09-18,29.3,25.6,34.0,,,,,,,
1999-09-19,29.2,25.4,33.7,,,,,,,
1999-09-20,28.3,26.3,33.6,,,,,,,
1999-09-21,26.3,,,,,,,,,
1999-09-22,27.2,24.6,29.8,,,,,,,
1999-09-23,28.1,25.9,30.5,,,,,,,
1999-09-24,28.7,26.6,31.4,8.9,,,,,,
1999-09-25,28.2,26.4,32.0,0.0,,,,,,
1999-09-26,26.1,,30.3,1.0,,,,,,
1999-09-27,27.0,24.1,31.3,5.1,,,,,,
1999-09-28,28.3,24.8,32.2,0.5,,,,,,
1999-09-29,26.5,,31.1,0.8,,,,,,
1999-09-30,27.4,24.2,32.3,8.9,,,,,,
1999-10-01,28.2,24.4,32.0,0.0,,,,,,
1999-10-02,26.6,,32.5,,,,,,,
1999-10-03,26.6,24.9,32.3,,,,,,,
1999-10-04,25.9,,32.1,,,,,,,
1999-10-05,27.2,23.9,32.5,,,,,,,
1999-10-06,26.9,24.6,30.4,1.0,,,,,,
1999-10-07,26.6,,32.9,0.0,,,,,,
1999-10-08,28.4,24.6,33.2,0.0,,,,,,
1999-10-09,26.4,,33.8,,,,,,,
1999-10-10,27.6,23.5,32.6,0.0,,,,,,
1999-10-11,28.7,24.1,32.8,0.0,,,,,,
1999-10-12,28.1,24.2,33.6,0.0,,,,,,
1999-10-13,28.1,25.0,32.6,0.0,,,,,,
1999-10-14,26.2,,30.5,,,,,,,
1999-10-15,27.3,,33.1,0.0,,,,,,
1999-10-16,26.1,23.6,30.1,,,,,,,
1999-10-17,24.4,23.0,25.1,61.0,,,,,,
1999-10-18,26.1,23.0,,194.1,,,,,,
1999-10-19,26.6,,32.6,11.9,,,,,,
1999-10-20,27.9,24.0,31.3,0.0,,,,,,
1999-10-21,27.3,24.1,31.1,0.0,,,,,,
1999-10-22,26.9,,31.3,0.0,,,,,,
1999-10-23,25.4,24.2,29.0,,,,,,,
1999-10-24,26.6,,32.1,0.0,,,,,,
1999-10-25,26.8,23.8,32.1,0.0,,,,,,
1999-10-26,26.9,23.9,32.0,0.0,,,,,,
1999-10-27,25.5,22.6,30.6,0.0,,,,,,
1999-10-28,26.1,21.3,29.9,,,,,,,
1999-10-29,,,,,,,,,,
1999-10-30,,,,,,,,,,
1999-10-31,,,,,,,,,,
1999-11-01,,,,,,,,,,
1999-11-02,,,,,,,,,,
1999-11-03,,,,,,,,,,
1999-11-04,,,,,,,,,,
1999-11-05,,,,,,,,,,
1999-11-06,,,,,,,,,,
1999-11-07,29.9,23.1,32.6,,,,,,,
1999-11-08,,,,,,,,,,
1999-11-09,25.9,,32.3,0.0,,,,,,
1999-11-10,24.1,18.5,31.7,0.0,,,,,,
1999-11-11,23.4,16.3,30.6,0.0,,,,,,
1999-11-12,23.3,16.7,30.9,0.0,,,,,,
1999-11-13,23.0,16.5,30.3,0.0,,,,,,
1999-11-14,23.0,15.4,31.2,0.0,,,,,,
1999-11-15,21.9,16.3,,0.0,,,,,,
1999-11-16,24.2,,31.3,0.0,,,,,,
1999-11-17,24.3,19.3,30.6,0.0,,,,,,
1999-11-18,24.6,18.6,30.3,0.0,,,,,,
1999-11-19,23.1,18.1,,0.0,,,,,,
1999-11-20,21.8,16.9,29.7,0.0,,,,,,
1999-11-21,22.4,15.6,29.3,0.0,,,,,,
1999-11-22,23.3,17.4,28.6,0.0,,,,,,
1999-11-23,23.3,,,0.0,,,,,,
1999-11-24,22.7,15.1,29.1,0.0,,,,,,
1999-11-25,22.6,,,0.0,,,,,,
1999-11-26,23.1,17.5,29.6,0.0,,,,,,
1999-11-27,22.6,17.2,30.1,0.0,,,,,,
1999-11-28,22.5,17.3,29.2,0.0,,,,,,
1999-11-29,22.2,16.3,29.4,0.0,,,,,,
1999-11-30,22.2,,30.7,0.0,,,,,,
1999-12-01,19.8,15.2,29.1,0.0,,,,,,
1999-12-02,21.7,17.1,28.5,0.0,,,,,,
1999-12-03,22.4,15.5,29.3,0.0,,,,,,
1999-12-04,21.7,15.3,,,,,,,,
1999-12-05,21.8,15.5,28.9,0.0,,,,,,
1999-12-06,20.5,15.0,29.0,0.0,,,,,,
1999-12-07,20.9,,28.9,0.0,,,,,,
1999-12-08,21.4,14.5,,0.0,,,,,,
1999-12-09,22.7,16.8,28.6,0.0,,,,,,
1999-12-10,21.3,16.2,27.9,0.0,,,,,,
1999-12-11,21.0,16.0,27.8,0.0,,,,,,
1999-12-12,20.0,14.0,27.7,,,,,,,
1999-12-13,20.2,13.1,28.8,0.0,,,,,,
1999-12-14,20.7,14.4,28.5,0.0,,,,,,
1999-12-15,22.9,,28.8,0.0,,,,,,
1999-12-16,20.9,14.9,29.1,0.0,,,,,,
1999-12-17,19.9,13.3,28.0,0.0,,,,,,
1999-12-18,20.1,12.3,,0.0,,,,,,
1999-12-19,20.4,12.4,28.0,0.0,,,,,,
1999-12-20,21.0,14.4,28.4,0.0,,,,,,
1999-12-21,22.7,16.5,28.1,,,,,,,
1999-12-22,22.4,14.6,28.5,0.0,,,,,,
1999-12-23,21.9,14.7,,0.0,,,,,,
1999-12-24,22.2,,28.6,0.0,,,,,,
1999-12-25,,,,,,,,,,
1999-12-26,22.6,16.7,28.4,0.0,,,,,,
1999-12-27,21.9,18.1,29.0,0.0,,,,,,
1999-12-28,22.4,16.4,30.0,0.0,,,,,,
1999-12-29,22.4,18.1,28.3,,,,,,,
1999-12-30,22.3,17.9,29.5,0.0,,,,,,
1999-12-31,22.6,17.6,28.2,0.0,,,,,,
2000-01-01,21.2,,28.3,0.0,,,,,,
2000-01-02,18.6,13.5,27.3,0.0,,,,,,
2000-01-03,19.1,12.1,27.3,0.0,,,,,,
2000-01-04,19.0,12.9,27.1,0.0,,,,,,
2000-01-05,19.7,12.0,26.5,0.0,,,,,,
2000-01-06,20.2,11.1,26.5,0.0,,,,,,
2000-01-07,18.4,11.2,27.6,0.0,,,,,,
2000-01-08,19.3,11.4,28.3,0.0,,,,,,
2000-01-09,20.9,11.9,30.4,0.0,,,,,,
2000-01-10,21.1,14.3,30.3,0.0,,,,,,
2000-01-11,21.3,14.6,31.6,0.0,,,,,,
2000-01-12,21.7,13.7,32.1,0.0,,,,,,
2000-01-13,23.4,14.4,32.3,0.0,,,,,,
2000-01-14,22.8,15.1,,,,,,,,
2000-01-15,24.4,17.9,32.1,,,,,,,
2000-01-16,23.9,17.0,31.7,,,,,,,
2000-01-17,22.6,,29.1,,,,,,,
2000-01-18,22.1,16.0,28.9,,,,,,,
2000-01-19,20.1,13.4,,,,,,,,
2000-01-20,23.1,12.6,32.8,,,,,,,
2000-01-21,25.9,19.0,32.1,,,,,,,
2000-01-22,25.2,19.8,30.5,,,,,,,
2000-01-23,24.1,,31.2,,,,,,,
2000-01-24,23.6,,,,,,,,,
2000-01-25,23.6,12.6,29.5,,,,,,,
2000-01-26,21.6,,29.5,,,,,,,
2000-01-27,23.3,15.2,30.9,,,,,,,
2000-01-28,22.3,16.7,31.6,,,,,,,
2000-01-29,23.4,16.0,31.2,,,,,,,
2000-01-30,21.2,13.3,29.1,,,,,,,
2000-01-31,22.6,,30.0,,,,,,,
2000-02-01,22.2,16.5,29.0,,,,,,,
2000-02-02,22.9,16.2,30.3,,,,,,,
2000-02-03,25.2,,32.5,,,,,,,
2000-02-04,25.8,,32.1,,,,,,,
2000-02-05,25.9,20.7,32.4,,,,,,,
2000-02-06,25.7,21.6,29.6,,,,,,,
2000-02-07,24.5,21.2,30.1,0.0,,,,,,
2000-02-08,23.5,20.1,28.9,,,,,,,
2000-02-09,22.7,20.6,,0.0,,,,,,
2000-02-10,24.2,20.0,29.5,,,,,,,
2000-02-11,24.8,20.5,29.6,,,,,,,
2000-02-12,27.6,23.0,32.2,,,,,,,
2000-02-13,22.8,,26.2,1.0,,,,,,
2000-02-14,23.2,18.6,28.0,4.1,,,,,,
2000-02-15,22.8,16.8,29.1,0.0,,,,,,
2000-02-16,23.4,16.2,29.8,,,,,,,
2000-02-17,25.3,19.7,32.1,,,,,,,
2000-02-18,23.2,,26.6,0.0,,,,,,
2000-02-19,22.0,17.9,27.0,,,,,,,
2000-02-20,21.4,18.3,25.0,,,,,,,
2000-02-21,24.1,19.4,30.1,,,,,,,
2000-02-22,23.8,18.5,28.7,,,,,,,
2000-02-23,25.6,21.3,30.8,,,,,,,
2000-02-24,25.1,21.1,30.3,,,,,,,
2000-02-25,23.8,,29.5,,,,,,,
2000-02-26,22.5,19.5,28.1,0.0,,,,,,
2000-02-27,23.6,16.3,31.4,,,,,,,
2000-02-28,24.2,17.7,32.9,,,,,,,
2000-02-29,26.3,15.3,35.1,,,,,,,
2000-03-01,26.9,17.5,36.5,,,,,,,
2000-03-02,27.4,21.0,35.1,,,,,,,
2000-03-03,27.8,20.1,36.0,,,,,,,
2000-03-04,27.7,22.0,36.0,,,,,,,
2000-03-05,27.4,22.8,34.3,,,,,,,
2000-03-06,26.5,,35.1,,,,,,,
2000-03-07,27.8,,36.0,,,,,,,
2000-03-08,27.7,22.4,,,,,,,,
2000-03-09,28.1,16.8,34.8,,,,,,,
2000-03-10,28.1,20.1,35.7,,,,,,,
2000-03-11,27.8,21.9,35.6,,,,,,,
2000-03-12,28.3,25.0,,,,,,,,
2000-03-13,27.4,,,,,,,,,
2000-03-14,29.7,25.1,36.1,,,,,,,
2000-03-15,28.0,24.4,35.0,,,,,,,
2000-03-16,29.1,,36.2,,,,,,,
2000-03-17,26.4,20.8,35.1,,,,,,,
2000-03-18,28.0,,34.9,,,,,,,
2000-03-19,28.3,25.1,36.8,,,,,,,
2000-03-20,28.7,24.1,35.2,,,,,,,
2000-03-21,28.6,23.4,35.1,,,,,,,
2000-03-22,,,,,,,,,,
2000-03-23,,,,,,,,,,
2000-03-24,,,,,,,,,,
2000-03-25,27.8,21.9,34.8,,,,,,,
2000-03-26,28.6,22.7,35.8,,,,,,,
2000-03-27,29.3,21.1,35.1,,,,,,,
2000-03-28,28.7,20.5,35.5,,,,,,,
2000-03-29,28.9,22.0,37.7,,,,,,,
2000-03-30,28.8,23.1,36.3,,,,,,,
2000-03-31,29.3,23.0,35.2,,,,,,,
2000-04-01,29.4,24.1,37.1,,,,,,,
2000-04-02,29.9,25.7,37.7,,,,,,,
2000-04-03,30.2,26.3,37.0,,,,,,,
2000-04-04,30.3,26.4,37.1,,,,,,,
2000-04-05,30.2,26.7,36.1,,,,,,,
2000-04-06,31.1,26.0,38.5,,,,,,,
2000-04-07,29.4,26.5,36.4,,,,,,,
2000-04-08,30.7,26.4,36.9,,,,,,,
2000-04-09,30.7,25.8,37.7,,,,,,,
2000-04-10,31.0,,40.0,,,,,,,
2000-04-11,29.7,23.7,36.8,,,,,,,
2000-04-12,30.9,27.2,37.3,,,,,,,
2000-04-13,30.8,26.3,36.6,,,,,,,
2000-04-14,30.1,26.2,,,,,,,,
2000-04-15,29.0,,35.8,,,,,,,
2000-04-16,29.9,22.8,37.3,2.0,,,,,,
2000-04-17,28.2,,37.0,0.0,,,,,,
2000-04-18,29.6,19.6,35.8,27.9,,,,,,
2000-04-19,30.3,26.5,36.8,0.0,,,,,,
2000-04-20,31.1,26.4,36.7,,,,,,,
2000-04-21,31.1,26.6,37.0,,,,,,,
2000-04-22,29.1,,,,,,,,,
2000-04-23,29.6,,36.1,,,,,,,
2000-04-24,29.3,24.1,,,,,,,,
2000-04-25,29.9,25.3,35.2,,,,,,,
2000-04-26,31.2,28.0,36.4,,,,,,,
2000-04-27,28.3,,34.3,,,,,,,
2000-04-28,30.5,21.8,39.4,,,,,,,
2000-04-29,31.2,28.3,36.3,,,,,,,
2000-04-30,30.8,26.8,35.3,,,,,,,
2000-05-01,31.6,28.2,37.7,,,,,,,
2000-05-02,31.2,,37.0,,,,,,,
2000-05-03,28.6,,36.7,,,,,,,
2000-05-04,28.1,20.1,34.6,27.9,,,,,,
2000-05-05,30.3,25.7,34.8,0.0,,,,,,
2000-05-06,28.8,,,,,,,,,
2000-05-07,29.4,,35.7,,,,,,,
2000-05-08,30.1,24.5,36.3,,,,,,,
2000-05-09,30.4,26.3,36.0,,,,,,,
2000-05-10,30.6,26.6,37.6,,,,,,,
2000-05-11,30.9,,38.1,,,,,,,
2000-05-12,29.0,22.9,37.3,18.0,,,,,,
2000-05-13,32.1,25.0,39.3,0.0,,,,,,
2000-05-14,29.4,,40.1,,,,,,,
2000-05-15,29.2,25.5,39.0,,,,,,,
2000-05-16,29.9,,39.2,,,,,,,
2000-05-17,30.4,23.6,36.2,,,,,,,
2000-05-18,32.2,26.8,39.8,,,,,,,
2000-05-19,34.1,28.2,42.5,,,,,,,
2000-05-20,32.2,,39.9,,,,,,,
2000-05-21,30.4,26.1,36.3,0.0,,,,,,
2000-05-22,30.3,,36.5,,,,,,,
2000-05-23,30.1,22.3,35.2,23.1,,,,,,
2000-05-24,31.1,26.5,36.1,0.0,,,,,,
2000-05-25,32.3,28.2,36.2,,,,,,,
2000-05-26,31.7,28.6,39.6,,,,,,,
2000-05-27,32.1,28.1,39.9,,,,,,,
2000-05-28,32.5,28.2,38.6,,,,,,,
2000-05-29,33.0,29.4,39.4,,,,,,,
2000-05-30,30.9,27.1,36.4,,,,,,,
2000-05-31,29.8,,39.0,,,,,,,
2000-06-01,30.9,24.0,36.6,,,,,,,
2000-06-02,30.9,,37.5,,,,,,,
2000-06-03,31.4,27.7,36.5,,,,,,,
2000-06-04,29.6,,36.2,,,,,,,
2000-06-05,27.3,25.7,30.0,,,,,,,
2000-06-06,28.3,26.2,32.6,,,,,,,
2000-06-07,30.2,26.0,32.1,,,,,,,
2000-06-08,28.9,26.6,32.1,0.5,,,,,,
2000-06-09,30.8,27.4,37.1,0.0,,,,,,
2000-06-10,30.2,27.6,35.9,,,,,,,
2000-06-11,29.6,25.1,33.0,8.9,,,,,,
2000-06-12,30.5,27.3,34.9,0.0,,,,,,
2000-06-13,29.7,,36.2,,,,,,,
2000-06-14,28.1,,33.2,32.0,,,,,,
2000-06-15,26.3,,32.6,0.0,,,,,,
2000-06-16,26.8,23.6,30.1,30.0,,,,,,
2000-06-17,28.9,25.0,34.8,0.8,,,,,,
2000-06-18,26.8,24.4,28.7,68.1,,,,,,
2000-06-19,28.3,24.9,32.4,36.1,,,,,,
2000-06-20,28.4,25.9,32.4,3.0,,,,,,
2000-06-21,28.7,24.7,32.0,45.0,,,,,,
2000-06-22,28.4,,32.3,0.0,,,,,,
2000-06-23,29.9,26.4,33.3,7.1,,,,,,
2000-06-24,30.2,26.6,33.0,0.0,,,,,,
2000-06-25,30.7,26.8,36.6,,,,,,,
2000-06-26,29.6,,36.4,,,,,,,
2000-06-27,29.0,24.6,,,,,,,,
2000-06-28,27.3,25.6,32.3,,,,,,,
2000-06-29,28.7,26.0,31.9,,,,,,,
2000-06-30,28.1,26.1,32.1,,,,,,,
2000-07-01,29.1,25.9,32.8,,,,,,,
2000-07-02,29.9,26.0,34.0,,,,,,,
